id,category,level,action,new_level_or_kept_id,question,answer
"M261","دين وسيرة","متوسط","استبعاد: مكرّر","ADM1975","بأي اسم عُرف العام الذي وُلد فيه النبي ﷺ؟","عام الفيل"
"M262","دين وسيرة","متوسط","استبعاد: مكرّر","ADM1974","من مرضعة النبي ﷺ في بادية بني سعد؟","حليمة السعدية"
"M266","دين وسيرة","متوسط","استبعاد: مكرّر","ADM1980","في أي سنة هجرية كان فتح مكة؟","السنة الثامنة"
"M253","دين وسيرة","متوسط","استبعاد: مكرّر","ADM1991","كم سنة استمرت الدعوة في مكة قبل الهجرة؟","ثلاث عشرة سنة"
"M343","دين وسيرة","متوسط","استبعاد: مكرّر","ADM1983","من الصحابي الملقب بأمين هذه الأمة؟","أبو عبيدة بن الجراح"
"M344","دين وسيرة","متوسط","استبعاد: مكرّر","ADM2010","من الصحابي الملقب بحواري الرسول صلى الله عليه وسلم؟","الزبير بن العوام"
"M256","دين وسيرة","متوسط","استبعاد: مكرّر","ADM1995","من الصحابي الذي كُلّف بجمع القرآن في مصحف واحد في عهد أبي بكر؟","زيد بن ثابت"
"M088","دين وسيرة","متوسط","استبعاد: مكرّر","ADM1966","ما أول مسجد بُني في الإسلام؟","مسجد قباء"
"M351","دين وسيرة","متوسط","استبعاد: مكرّر","ADM1973","ما اسم الرحلة التي أُسري فيها بالنبي صلى الله عليه وسلم ثم عُرج به؟","الإسراء والمعراج"
"M350","دين وسيرة","متوسط","استبعاد: مكرّر","السيرة النبوية","ما اسم البيعة التي وقعت تحت الشجرة؟","بيعة الرضوان"
"M352","دين وسيرة","متوسط","استبعاد: مكرّر","السيرة النبوية","كم عدد الغزوات التي خرج فيها النبي صلى الله عليه وسلم بنفسه؟","سبع وعشرون غزوة"
"M259","دين وسيرة","متوسط","استبعاد: مكرّر","ADM1982","كم بلغ عدد المسلمين في غزوة بدر؟","ثلاثمئة وثلاثة عشر"
"ADM1497","دين وسيرة","تعجيزي","استبعاد: مكرّر","M602","أيّ غزوةٍ سُمّيت «غزوة الأحزاب» أيضاً؟","الخندق"
"H145","دين وسيرة","صعب","استبعاد: مكرّر","السيرة النبوية","من الصحابي الذي اهتزّ لموته عرش الرحمن؟","سعد بن معاذ"
"H332","دين وسيرة","صعب","استبعاد: مكرّر","السيرة النبوية","ما اسم أول سفير في الإسلام؟","مصعب بن عمير"
"ADM1491","دين وسيرة","تعجيزي","استبعاد: مكرّر","ADM2017","من أوّل مولودٍ للمهاجرين في المدينة بعد الهجرة؟","عبدالله بن الزبير"
"ADM1492","دين وسيرة","تعجيزي","استبعاد: مكرّر","ADM1987","أيّ امرأةٍ كانت أوّل شهيدةٍ في الإسلام؟","سميّة بنت خيّاط"
"ADM1499","دين وسيرة","تعجيزي","استبعاد: مكرّر","E225","كم عاماً عاش النبيّ صلّى الله عليه وسلّم؟","ثلاثة وستّون"
"ADM1498","دين وسيرة","تعجيزي","استبعاد: مكرّر","M094","ما اسم أقصر سورةٍ في القرآن الكريم؟","الكوثر"
"ADM1495","دين وسيرة","تعجيزي","استبعاد: مكرّر","M096","ما اسم السورة التي تُسمّى «قلب القرآن»؟","يس"
"ADM1486","دين وسيرة","تعجيزي","استبعاد: مكرّر","H043","بأيّ اسمٍ تُلقَّب سورة الرحمن؟","عروس القرآن"
"ADM1697","دين وسيرة","تعجيزي","استبعاد: مكرّر","H143","السورة التي تُسمّى «الفاضحة» لكشفها المنافقين — ما اسمها الآخر؟","براءة"
"ADM1696","دين وسيرة","تعجيزي","استبعاد: مكرّر","السيرة النبوية","كم رجلاً من الأنصار بايع النبيّ في بيعة العقبة الثانية؟","ثلاثة وسبعون"
"ADM1500","دين وسيرة","تعجيزي","استبعاد: مكرّر","السيرة النبوية","الصحابيّ الذي حمت جثمانَه الدبابيرُ من المشركين — من هو؟","عاصم بن ثابت"
"H406","دين وسيرة","صعب","استبعاد: مكرّر","السيرة النبوية","ما اسم الصحابي الذي سُمّي بذي الشهادتين؟","خزيمة بن ثابت"
"H150","دين وسيرة","صعب","استبعاد: مكرّر","H036","من الإمام الذي وُلد في غزة ودُفن في مصر؟","الإمام الشافعي"
"M349","دين وسيرة","متوسط","تغيير مستوى","سهل","من الخليفة الراشد الرابع؟","علي بن أبي طالب"
"M600","دين وسيرة","متوسط","تغيير مستوى","سهل","كم عدد أركان الإيمان؟","ستة أركان"
"M093","دين وسيرة","متوسط","تغيير مستوى","سهل","ما أطول سورة في القرآن الكريم؟","سورة البقرة"
"M094","دين وسيرة","متوسط","تغيير مستوى","سهل","ما أقصر سورة في القرآن الكريم؟","سورة الكوثر"
"M095","دين وسيرة","متوسط","تغيير مستوى","سهل","كم عدد آيات سورة الفاتحة؟","سبع آيات"
"M090","دين وسيرة","متوسط","تغيير مستوى","سهل","من الصحابي الملقب بالفاروق؟","عمر بن الخطاب"
"M091","دين وسيرة","متوسط","تغيير مستوى","سهل","من الصحابي الملقب بذي النورين؟","عثمان بن عفان"
"M346","دين وسيرة","متوسط","تغيير مستوى","سهل","ما اسم أول شهر في التقويم الهجري؟","محرم"
"M347","دين وسيرة","متوسط","تغيير مستوى","سهل","ما اسم الحجة الوحيدة التي حجّها النبي صلى الله عليه وسلم؟","حجة الوداع"
"ADM1493","دين وسيرة","تعجيزي","تغيير مستوى","متوسط","أيّ نبيٍّ يُلقَّب بـ«ذبيح الله»؟","إسماعيل"
"ADM1494","دين وسيرة","تعجيزي","تغيير مستوى","متوسط","بأيّ لقبٍ عُرف النبيّ يعقوب عليه السلام؟","إسرائيل"
"ADM1490","دين وسيرة","تعجيزي","تغيير مستوى","صعب","كم سنةً دامت الدعوة سرّاً قبل الجهر بها؟","ثلاث"
"E101","رياضة وأرقام","سهل","استبعاد: تافه","","كم دقيقة يستغرق الشوط الواحد في مباراة كرة القدم؟","خمس وأربعون دقيقة"
"E102","رياضة وأرقام","سهل","استبعاد: تافه","","ما اسم أكبر بطولة للأندية الأوروبية في كرة القدم؟","دوري أبطال أوروبا"
"E104","رياضة وأرقام","سهل","استبعاد: تافه","","ما الرياضة التي اشتهر بها محمد علي كلاي؟","الملاكمة"
"E110","رياضة وأرقام","سهل","استبعاد: تافه","","ما اسم الرياضة التي يتبادل فيها لاعبان كرة خفيفة فوق شبكة منخفضة بمضربين صغيرين؟","كرة الطاولة"
"E173","رياضة وأرقام","سهل","استبعاد: تافه","","ما النادي الإسباني الملقب بالفريق الملكي؟","ريال مدريد"
"E176","رياضة وأرقام","سهل","استبعاد: تافه","","ما لون قميص المنتخب الهولندي؟","البرتقالي"
"E183","رياضة وأرقام","سهل","استبعاد: تافه","","ما العدد الذي يمثله الرمز الروماني X؟","عشرة"
"E184","رياضة وأرقام","سهل","استبعاد: تافه","","كم ضلعًا في الشكل المُثمَّن؟","ثمانية أضلاع"
"E186","رياضة وأرقام","سهل","استبعاد: تافه","","ما اسم المجسم الذي جميع أوجهه مربعات متساوية؟","المكعب"
"E366","رياضة وأرقام","سهل","استبعاد: تافه","","كم لاعباً في فريق كرة السلة داخل الملعب؟","خمسة لاعبين"
"E367","رياضة وأرقام","سهل","استبعاد: تافه","","كم دقيقة في ثلث الساعة؟","عشرون دقيقة"
"E368","رياضة وأرقام","سهل","استبعاد: تافه","","ما اسم الرياضة التي تُلعب بعصا وكرة صغيرة في حفر؟","الغولف"
"E369","رياضة وأرقام","سهل","استبعاد: تافه","","ما اسم الشهر الميلادي الذي يزيد يوماً في السنة الكبيسة؟","فبراير"
"E370","رياضة وأرقام","سهل","استبعاد: تافه","","ما اسم الشكل الهندسي الذي لا أضلاع له ولا زوايا؟","الدائرة"
"E451","رياضة وأرقام","سهل","استبعاد: تافه","","ما اسم الرياضة التي تُلعب على الجليد بعصا وقرص؟","الهوكي"
"E454","رياضة وأرقام","سهل","استبعاد: تافه","","ما لون بطاقة الإنذار في كرة القدم؟","الصفراء"
"E455","رياضة وأرقام","سهل","استبعاد: تافه","","كم يوماً في السنة الميلادية العادية؟","365 يوماً"
"E456","رياضة وأرقام","سهل","استبعاد: تافه","","ماذا يُحتسب على الفريق إذا ارتكب مدافعه مخالفة داخل المنطقة المحرّمة أمام مرماه؟","ركلة الجزاء"
"M218","رياضة وأرقام","سهل","استبعاد: تافه","","من أي دولة اللاعب دييغو مارادونا؟","الأرجنتين"
"M287","رياضة وأرقام","سهل","استبعاد: تافه","","كم ثانية في الساعة الواحدة؟","3600 ثانية"
"S001","رياضة وأرقام","سهل","استبعاد: تافه","","كم لاعبًا في فريق كرة القدم داخل الملعب؟","أحد عشر لاعبًا"
"S002","رياضة وأرقام","سهل","استبعاد: تافه","","ما لون البطاقة التي تعني طرد اللاعب من الملعب؟","الحمراء"
"S006","رياضة وأرقام","سهل","استبعاد: تافه","","ما الرياضة التي تُلعب فوق شبكة عالية بضرب الكرة باليد؟","الكرة الطائرة"
"S007","رياضة وأرقام","سهل","استبعاد: تافه","","ما الرياضة التي تُمارَس في حلبة بقفازات؟","الملاكمة"
"S010","رياضة وأرقام","سهل","استبعاد: تافه","","ما الرياضة التي يُستعمل فيها مضرب وكرة صفراء فوق شبكة؟","التنس"
"S011","رياضة وأرقام","سهل","استبعاد: تافه","","ما الدولة التي استضافت كأس العالم 2022؟","قطر"
"S018","رياضة وأرقام","سهل","استبعاد: تافه","","كم ضلعًا في الشكل الخماسي؟","خمسة أضلاع"
"S020","رياضة وأرقام","سهل","استبعاد: تافه","","ما الشكل الذي له أربعة أضلاع متساوية وأربع زوايا قائمة؟","المربع"
"S021","رياضة وأرقام","سهل","استبعاد: تافه","","كم صفرًا في الألف؟","ثلاثة أصفار"
"S022","رياضة وأرقام","سهل","استبعاد: تافه","","ما أصغر عدد أولي؟","اثنان"
"S025","رياضة وأرقام","سهل","استبعاد: تافه","","كم دقيقة في ساعتين؟","120 دقيقة"
"S026","رياضة وأرقام","سهل","استبعاد: تافه","","ما اسم الزاوية التي تساوي تسعين درجة؟","الزاوية القائمة"
"M406","رياضة وأرقام","متوسط","استبعاد: تافه","","ما اسم الاتحاد الدولي لكرة القدم؟","الفيفا"
"M212","رياضة وأرقام","متوسط","استبعاد: تافه","","كل كم سنة تقام الألعاب الأولمبية؟","أربع سنوات"
"M274","رياضة وأرقام","متوسط","استبعاد: تافه","","ما لقب المنتخب الكويتي لكرة القدم؟","الأزرق"
"S004","رياضة وأرقام","سهل","استبعاد: مكرّر","ADM1721","ما النادي الإنجليزي الملقب بالشياطين الحمر؟","مانشستر يونايتد"
"ADM1503","رياضة وأرقام","تعجيزي","استبعاد: مكرّر","M211","كم حلقةً في شعار الأولمبياد؟","خمس"
"E106","رياضة وأرقام","متوسط","استبعاد: مكرّر","M271","كم يبلغ طول سباق الماراثون تقريبًا؟","42 كيلومترًا"
"M060","رياضة وأرقام","متوسط","استبعاد: مكرّر","ADM1875","كم مرة فازت البرازيل بكأس العالم؟","خمس مرات"
"M062","رياضة وأرقام","متوسط","استبعاد: مكرّر","ADM1894","ما الدولة التي استضافت أول كأس عالم؟","الأوروغواي"
"M268","رياضة وأرقام","متوسط","استبعاد: مكرّر","ADM1901","من المنتخب الذي فاز بأول كأس عالم لكرة القدم عام 1930؟","أوروغواي"
"M290","رياضة وأرقام","متوسط","استبعاد: مكرّر","ADM1927","كم منتخبًا شارك في أول كأس عالم عام 1930؟","ثلاثة عشر"
"H206","رياضة وأرقام","صعب","استبعاد: مكرّر","ADM1950","ما أول دولة عربية تأهلت لنهائيات كأس العالم؟","مصر"
"S027","رياضة وأرقام","متوسط","استبعاد: مكرّر","كأس العالم","ما المنتخب الذي فاز بكأس العالم 2022؟","الأرجنتين"
"S028","رياضة وأرقام","متوسط","استبعاد: مكرّر","كأس العالم","ما المنتخب الذي فاز بكأس العالم 2018؟","فرنسا"
"S053","رياضة وأرقام","صعب","استبعاد: مكرّر","ADM1912","ما المنتخب الذي فاز بكأس العالم عام 2014؟","ألمانيا"
"ADM0616","سيارات","سهل","استبعاد: تافه","","أي شركة تصنع طراز كامري؟","تويوتا"
"ADM0618","سيارات","سهل","استبعاد: تافه","","إلى أي شركة ينتمي موديل باترول؟","نيسان"
"ADM0620","سيارات","سهل","استبعاد: تافه","","أي علامة تشتهر بسيارة غولف؟","فولكس فاغن"
"ADM0622","سيارات","سهل","استبعاد: تافه","","ما العلامة الموجودة خلف اسم تشالنجر؟","دودج"
"ADM0623","سيارات","سهل","استبعاد: تافه","","أي علامة تشتهر بسيارة رانجلر؟","جيب"
"ADM0624","سيارات","سهل","استبعاد: تافه","","من ينتج موديل ديفندر؟","لاند روفر"
"ADM0690","سيارات","سهل","استبعاد: تافه","","من الصانع الذي يبيع سيارة موستانغ؟","فورد"
"ADM0691","سيارات","سهل","استبعاد: تافه","","طراز 911 يتبع أي علامة سيارات؟","بورشه"
"ADM0615","سيارات","سهل","استبعاد: تافه","","حدد دولة المنشأ لعلامة تسلا.","الولايات المتحدة"
"ADM0686","سيارات","سهل","استبعاد: تافه","","ماذا يعني الاختصار SUV في عالم السيارات؟","مركبة رياضية متعددة الاستخدامات"
"ADM0685","سيارات","سهل","استبعاد: تافه","","ما اسم هيكل السيارة ذي صندوق الأمتعة المنفصل غالباً؟","سيدان"
"ADM0684","سيارات","سهل","استبعاد: تافه","","ما نوع الهيكل الذي يملك باباً خلفياً يفتح مع الزجاج؟","هاتشباك"
"ADM0683","سيارات","سهل","استبعاد: تافه","","ماذا تسمى السيارة ذات السقف القابل للفتح؟","مكشوفة أو كابريوليه"
"ADM0682","سيارات","سهل","استبعاد: تافه","","ما اسم المركبة التي تحمل صندوقاً مكشوفاً خلف المقصورة؟","بيك أب"
"ADM0680","سيارات","سهل","استبعاد: تافه","","ما اسم السيارة الطويلة الفاخرة التي تُستأجر للمناسبات؟","الليموزين"
"ADM0630","سيارات","متوسط","استبعاد: تافه","","أي نوع سباقات يستخدم سيارات بمقعد واحد وعجلات مكشوفة؟","سباقات الفورمولا"
"ADM0658","سيارات","متوسط","استبعاد: تافه","","ما العلامة الفاخرة التابعة لتويوتا؟","لكزس"
"ADM0654","سيارات","سهل","استبعاد: تافه","","أي علامة تشتهر بسيارة موديل S؟","تسلا"
"ADM0597","سيارات","سهل","استبعاد: تافه","","ما الشركة الأم لطراز الفئة C؟","مرسيدس"
"ADM1630","سيارات","تعجيزي","استبعاد: تافه","","ماذا يقيس عدّاد الدورات في السيّارة؟","دورات المحرّك"
"ADM1618","سيارات","تعجيزي","استبعاد: مكرّر","ADM0694","ماذا تعني الحروف «بي إم دبليو» بالألمانيّة؟","مصانع بافاريا للمحرّكات"
"ADM1634","سيارات","تعجيزي","استبعاد: مكرّر","ADM0667","أيّ صناعةٍ كان يعمل بها مؤسّس لامبورغيني قبل السيّارات؟","الجرّارات"
"ADM1624","سيارات","تعجيزي","استبعاد: مكرّر","ADM0677","من مخترع حزام الأمان بثلاث نقاط؟","نيلز بولين"
"ADM1628","سيارات","تعجيزي","استبعاد: مكرّر","ADM0678","ما اسم السيّارة التي جعلها هنري فورد في متناول الجميع؟","موديل تي"
"ADM1619","سيارات","تعجيزي","استبعاد: مكرّر","ADM0695","ماذا يمثّل شعار أودي بحلقاته الأربع؟","اندماج أربع شركات"
"ADM0599","سيارات","صعب","استبعاد: مكرّر","ADM0629","أي سباق يشكل مع موناكو وإنديانابوليس التاج الثلاثي لرياضة المحركات؟","لومان 24 ساعة"
"ADM1633","سيارات","تعجيزي","تغيير مستوى","سهل","ما اسم النظام الذي يمنع قفل العجلات عند الكبح؟","إيه بي إس"
"ADM1632","سيارات","تعجيزي","تغيير مستوى","متوسط","كم مرّةً فاز ميشيل شوماخر ببطولة العالم للفورمولا 1؟","سبع"
"ADM1626","سيارات","تعجيزي","تغيير مستوى","متوسط","ما أسرع سيّارة إنتاجٍ في العالم من حيث السرعة القصوى؟","بوغاتي شيرون"
"E317","سينما ودراما","سهل","استبعاد: تافه","","ما الفيلم الشهير الذي يروي غرق سفينة عملاقة سنة ١٩١٢ وبطله ليوناردو دي كابريو؟","تايتانيك"
"E318","سينما ودراما","سهل","استبعاد: تافه","","ما أشهر جائزة سينمائية في العالم؟","الأوسكار"
"E319","سينما ودراما","سهل","استبعاد: تافه","","ما اسم الحي الأمريكي الذي يُعدّ عاصمة صناعة السينما في العالم؟","هوليوود"
"E320","سينما ودراما","سهل","استبعاد: تافه","","ما سلسلة الأفلام الشهيرة عن ساحر صغير يدرس في مدرسة هوغوورتس؟","هاري بوتر"
"E321","سينما ودراما","سهل","استبعاد: تافه","","ما فيلم ديزني الشهير الذي بطله شبل أسد اسمه سيمبا؟","الأسد الملك"
"E488","سينما ودراما","سهل","استبعاد: تافه","","ما اسم البرنامج التلفزيوني الذي يعرض أخبار اليوم؟","نشرة الأخبار"
"E482","سينما ودراما","سهل","استبعاد: تافه","","ما اسم السلسلة السينمائية عن جاسوس بريطاني رقمه سبعة صفر صفر؟","جيمس بوند"
"E332","سينما ودراما","سهل","استبعاد: مكرّر","ADM0721","من المطرب المصري الملقّب بـ«العندليب الأسمر» الذي مثّل في السينما أيضاً؟","عبدالحليم حافظ"
"E389","سينما ودراما","سهل","استبعاد: مكرّر","ADM0788","ما اسم الفنان المصري الملقّب بـ«فنان الشعب»؟","سيد درويش"
"E484","سينما ودراما","سهل","استبعاد: مكرّر","E311","ما اسم الفنان الكويتي الملقّب بـ«بوعدنان»؟","عبدالحسين عبدالرضا"
"ADM1559","سينما ودراما","تعجيزي","استبعاد: مكرّر","M585","كم تمثالاً من الأوسكار نالت «تايتانيك»؟","أحد عشر"
"ADM1569","سينما ودراما","تعجيزي","استبعاد: مكرّر","M580","ما اسم الجائزة الكبرى في مهرجان كان؟","السعفة الذهبية"
"M586","سينما ودراما","متوسط","استبعاد: مكرّر","ADM1246","في أي عام عُرض مسلسل «درب الزلق» لأول مرة؟","١٩٧٧"
"E309","سينما ودراما","سهل","استبعاد: مكرّر","ADM1180","ما المسلسل الكويتي الشهير الذي أثرى بطلاه فجأة بعدما اشترت الحكومة بيتهما ثم أضاعا المال في مشاريع فاشلة؟","درب الزلق"
"ADM1398","الكويت","تعجيزي","استبعاد: مكرّر","H294","أيّ مخرجٍ كويتيّ قدّم فيلم «بس يا بحر»؟","خالد الصديق"
"E323","سينما ودراما","سهل","تغيير مستوى","متوسط","من أخرج فيلم «الرسالة» الذي يروي بدايات الدعوة الإسلامية؟","مصطفى العقاد"
"E325","سينما ودراما","سهل","تغيير مستوى","متوسط","من جسّد شخصية «الشيخ حسني» الضرير في فيلم الكيت كات؟","محمود عبدالعزيز"
"M572","سينما ودراما","متوسط","تغيير مستوى","سهل","من بطل فيلم «فورست غامب»؟","توم هانكس"
"M582","سينما ودراما","متوسط","تغيير مستوى","سهل","ما المسلسل الكوميدي الأمريكي الشهير عن ستة أصدقاء في نيويورك؟","فريندز"
"M584","سينما ودراما","متوسط","تغيير مستوى","سهل","ما الاسم الذي تُعرف به صناعة السينما الهندية؟","بوليوود"
"ADM1571","سينما ودراما","تعجيزي","تغيير مستوى","متوسط","من الممثّل المصريّ الملقّب بـ«الوحش»؟","فريد شوقي"
"ADM1572","سينما ودراما","تعجيزي","تغيير مستوى","صعب","في أيّ سنةٍ صدر أوّل جزءٍ من «حرب النجوم»؟","1977"
"ADM1574","سينما ودراما","تعجيزي","تغيير مستوى","صعب","موسيقى «حرب النجوم» ألّفها مؤلّفٌ أمريكيّ شهير — من هو؟","جون ويليامز"
"ADM1322","سينما ودراما","تعجيزي","تغيير مستوى","متوسط","الممثّل المصريّ الملقّب بـ«الفنّان الشامل» — من هو؟","صلاح ذو الفقار"
"E086","طب وصحة","سهل","استبعاد: تافه","","ما اسم المرض الناتج عن ارتفاع نسبة السكر في الدم؟","السكري"
"E088","طب وصحة","سهل","استبعاد: تافه","","ما اسم أكبر مفصل في جسم الإنسان؟","الركبة"
"E089","طب وصحة","سهل","استبعاد: تافه","","ما الجزء من الجسم الذي تُقاس منه النبضات عادةً؟","المعصم"
"E154","طب وصحة","سهل","استبعاد: تافه","","ما الحالة التي يفقد فيها الجسم كمية كبيرة من سوائله؟","الجفاف"
"E155","طب وصحة","سهل","استبعاد: تافه","","ما اسم المادة التي تُعطى للمريض ليفقد الإحساس بالألم قبل الجراحة؟","المخدّر"
"E156","طب وصحة","سهل","استبعاد: تافه","","ما نوع الغذاء الذي يبني العضلات ويكثر في اللحوم والبيض؟","البروتين"
"E188","طب وصحة","سهل","استبعاد: تافه","","ما فصائل الدم الأربع الرئيسية؟","A و B و AB و O"
"E189","طب وصحة","سهل","استبعاد: تافه","","ما اسم العظام التي تحمي القلب والرئتين؟","القفص الصدري"
"E195","طب وصحة","سهل","استبعاد: تافه","","ما اسم رد فعل الجسم المفرط تجاه الغبار أو حبوب اللقاح؟","الحساسية"
"E196","طب وصحة","سهل","استبعاد: تافه","","ما العضو الذي تُجرى له عملية القسطرة غالبًا؟","القلب"
"E197","طب وصحة","سهل","استبعاد: تافه","","ما اسم المرض الذي يفقد فيه كبار السن ذاكرتهم تدريجيًا؟","الزهايمر"
"E198","طب وصحة","سهل","استبعاد: تافه","","إلى أي جهاز ينتمي المخ والحبل الشوكي؟","الجهاز العصبي"
"E199","طب وصحة","سهل","استبعاد: تافه","","إلى أي جهاز ينتمي المريء؟","الجهاز الهضمي"
"E357","طب وصحة","سهل","استبعاد: تافه","","ما اسم الجزء الذي يغطّي أطراف الأصابع ويحميها؟","الظفر"
"E358","طب وصحة","سهل","استبعاد: تافه","","ما الشيء الذي يقيسه الطبيب برقمين ويُسمّى الانقباضي والانبساطي؟","ضغط الدم"
"E360","طب وصحة","سهل","استبعاد: تافه","","ما اسم المرض الذي يصيب الجهاز التنفسي وينتقل بالعطاس ويسبّب الرشح؟","الزكام"
"E433","طب وصحة","سهل","استبعاد: تافه","","ما اسم الحالة التي يفقد فيها الإنسان قدرته على السمع؟","الصمم"
"E435","طب وصحة","سهل","استبعاد: تافه","","ما اسم الغذاء الذي يمدّ الجسم بالطاقة السريعة؟","السكريات"
"E436","طب وصحة","سهل","استبعاد: تافه","","ما اسم الأثر الذي يبقى على الجلد بعد التئام الجرح؟","الندبة"
"E437","طب وصحة","سهل","استبعاد: تافه","","ما اسم المرض الذي يصيب الأسنان بسبب الحلويات وقلّة التنظيف؟","التسوّس"
"E438","طب وصحة","سهل","استبعاد: تافه","","ما اسم الجهاز الذي يصوّر العظام المكسورة؟","جهاز الأشعة السينية"
"M612","طب وصحة","متوسط","استبعاد: تافه","","ما اسم العظمة التي تحمي الدماغ؟","الجمجمة"
"M687","طب وصحة","متوسط","استبعاد: تافه","","ما اسم الحالة التي ترتفع فيها ضغوط الدم عن معدّلها؟","ارتفاع ضغط الدم"
"M691","طب وصحة","متوسط","استبعاد: تافه","","ما اسم العملية التي تُزرع فيها كلية من متبرّع؟","زراعة الكلى"
"M336","طب وصحة","متوسط","استبعاد: تافه","","ما الاسم الطبي لارتفاع حرارة الجسم عن معدلها الطبيعي؟","الحُمّى"
"ADM1465","طب وصحة","تعجيزي","استبعاد: مكرّر","M008","كم عظمةً في جسم الإنسان البالغ؟","206"
"ADM1466","طب وصحة","تعجيزي","استبعاد: مكرّر","M042","ما اسم كتاب ابن سينا الذي دُرّس في أوروبا قروناً؟","القانون في الطبّ"
"ADM1474","طب وصحة","تعجيزي","استبعاد: مكرّر","H015","كم عدد الفقرات في العمود الفقريّ للإنسان البالغ؟","ثلاث وثلاثون"
"M689","طب وصحة","متوسط","استبعاد: مكرّر","M113","ما اسم الفيتامين الذي يمنع الكساح؟","فيتامين د"
"ADM1471","طب وصحة","تعجيزي","استبعاد: مكرّر","H159","كم زوجاً من الكروموسومات في خليّة الإنسان؟","ثلاثة وعشرون"
"ADM1481","طب وصحة","تعجيزي","استبعاد: مكرّر","H012","من العالم الذي وضع أسس علم الوراثة بتجاربه على البازلاء؟","غريغور مندل"
"M688","طب وصحة","متوسط","استبعاد: مكرّر","M338","ما اسم الخلايا التي تنقل الإشارات في الدماغ؟","الخلايا العصبية"
"M323","طب وصحة","متوسط","استبعاد: مكرّر","E095","ما المرض الذي ينقله بعوض الأنوفيليس؟","الملاريا"
"E090","طب وصحة","سهل","تغيير مستوى","متوسط","ما اسم الجزء السائل من الدم الذي يشكّل أكثر من نصف حجمه؟","البلازما"
"E153","طب وصحة","سهل","تغيير مستوى","متوسط","ما اسم القشرة الخارجية للدماغ التي يجري فيها التفكير والإدراك؟","القشرة المخية"
"E192","طب وصحة","سهل","تغيير مستوى","متوسط","ما اسم العصارة التي ينتجها الكبد وتساعد على هضم الدهون؟","العصارة الصفراوية"
"E359","طب وصحة","سهل","تغيير مستوى","متوسط","ما اسم الطعم الخامس بعد الحلو والمالح والحامض والمرّ؟","الأومامي"
"M331","طب وصحة","متوسط","تغيير مستوى","سهل","من الطبيب اليوناني الملقّب بأبي الطب؟","أبقراط"
"ADM1478","طب وصحة","تعجيزي","تغيير مستوى","متوسط","بأيّ اسمٍ عُرف الوباء الذي اجتاح العالم سنة 1918؟","الإنفلونزا الإسبانية"
"ADM1480","طب وصحة","تعجيزي","تغيير مستوى","صعب","أيّ عالمٍ أثبت أنّ الجراثيم سبب المرض لا الهواء الفاسد؟","لويس باستور"
"E061","علوم واختراعات","سهل","استبعاد: تافه","","ما الغاز الذي يخرجه الإنسان مع الزفير؟","ثاني أكسيد الكربون"
"E062","علوم واختراعات","سهل","استبعاد: تافه","","ما اسم الأنبوب الذي ينقل الهواء من الحلق إلى الرئتين؟","القصبة الهوائية"
"E063","علوم واختراعات","سهل","استبعاد: تافه","","ما الفيتامين الذي يشتهر به البرتقال؟","فيتامين سي"
"E064","علوم واختراعات","سهل","استبعاد: تافه","","ما المعدن الأساسي لبناء العظام؟","الكالسيوم"
"E066","علوم واختراعات","سهل","استبعاد: تافه","","ما اسم الجهاز الذي يسمع به الطبيب دقات القلب؟","السماعة الطبية"
"E068","علوم واختراعات","سهل","استبعاد: تافه","","ما عدد حواس الإنسان؟","خمس حواس"
"E069","علوم واختراعات","سهل","استبعاد: تافه","","ما اسم الجزء من النبات الذي يمتص الماء من التربة؟","الجذور"
"E070","علوم واختراعات","سهل","استبعاد: تافه","","ما المصدر الرئيسي للطاقة على سطح الأرض؟","الشمس"
"E073","علوم واختراعات","سهل","استبعاد: تافه","","كم عدد حالات المادة الأساسية؟","ثلاث حالات"
"E075","علوم واختراعات","سهل","استبعاد: تافه","","ما الرمز الكيميائي للماء؟","H2O"
"E077","علوم واختراعات","سهل","استبعاد: تافه","","ما اسم الجهاز الذي يحدد الاتجاهات الجغرافية؟","البوصلة"
"E078","علوم واختراعات","سهل","استبعاد: تافه","","ما القوة التي تجذب الأجسام نحو سطح الأرض؟","الجاذبية"
"E079","علوم واختراعات","سهل","استبعاد: تافه","","ما أسرع شيء في الكون؟","الضوء"
"E081","علوم واختراعات","سهل","استبعاد: تافه","","كم عدد أيام السنة الكبيسة؟","366 يومًا"
"E083","علوم واختراعات","سهل","استبعاد: تافه","","من أي مادة يُصنع الورق؟","الخشب"
"E352","علوم واختراعات","سهل","استبعاد: تافه","","ما اسم الوقود الذي تسير به معظم السيارات؟","البنزين"
"E353","علوم واختراعات","سهل","استبعاد: تافه","","ما اسم الجهاز الذي يُستخدم لرؤية الأشياء الدقيقة جداً؟","المجهر"
"E354","علوم واختراعات","سهل","استبعاد: تافه","","ما اسم الجهاز الذي يقرّب الأجرام البعيدة في السماء؟","التلسكوب"
"E355","علوم واختراعات","سهل","استبعاد: تافه","","ما مصدر الطاقة الذي تولّده الألواح الموضوعة على الأسطح؟","الطاقة الشمسية"
"E425","علوم واختراعات","سهل","استبعاد: تافه","","ما اسم الغاز الذي تحتاجه النار لتشتعل؟","الأكسجين"
"E429","علوم واختراعات","سهل","استبعاد: تافه","","ما اسم العملية التي يتحول بها الجليد إلى ماء؟","الانصهار"
